denominacion,fecha_solicitud,clase,estado_tmview,acta,solicitante_tmview,evidencia,url_consulta
UNIVERSO DE APRENDIZAJES,19/09/2024,41,Registrada,4409498,"GARCÍA, MARIANO JOAQUÍN 30,00%, GARCÍA, SILVINA RAQUEL 30,00%, LARRARTE, EUGENIA 30,00%, SALVAGNO, FABRICIO 10,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO PÚRPURA BY NANU,04/06/2025,41,Registrada,4519019,"MONTES DE OCA ANABELA DAIANA 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO N.D PRODUCCIONES,22/02/2022,41,Registrada,4099723,"DIEGO JAVIER ENRIQUE 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO AUDAZ CONTENIDOS,19/12/2024,41,Registrada,4446477,"BESTOSO AGUSTIN EMILIANO 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
EXPO UNIVERSO,31/05/2007,41,Registrada,2748940,"VIDAL, IRIS EMIR 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
CLUB UNIVERSO,19/09/2008,41,Registrada,2858706,"ARGENTINA PROPERTIES LLC 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
U UNIVERSO NET,29/04/2019,41,Registrada,3797337,"UNIVERSO NET S.A. 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
U UNIVERSO NET,29/04/2019,41,Registrada,3797330,"UNIVERSO NET S.A. 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
SHIVA UNIVERSO,13/03/2017,41,Registrada,3586982,"CAROLINA JOFRÉ CHRISTENER 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
GRUPO UNIVERSO,18/01/2021,41,Registrada,3976284,"GÓMEZ ILEANA ANDREA 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
BANDA UNIVERSO,12/05/2008,41,Registrada,2823759,"ARRIETA, RODOLFO OMAR 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO MAGNÈTICO 24 33 33,15/04/2024,41,Finalizada,4350755,"GARCÍA, FABIÁN ALBERTO 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
MISTER UNIVERSO,14/08/1998,41,Finalizada,2169777,"BRACHETTI, CARLOS ENRIQUE 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
CENTRO UNIVERSO,20/01/2022,41,Registrada,4090067,"BAEZ MYRIAN MABEL 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO FRIKI MANGA & COMIC,09/12/2024,41,Registrada,4443956,"FUNES CESAR DANIEL 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
U UNIVERSO TRAVEL,18/01/2025,41,Registrada,4456890,"MORAN GUSTAVO 50,00%, PASSERA FACUNDO 50,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
ENCIENDE UNIVERSO,20/04/2025,41,Registrada,4495389,"SOMMARIVA ALICIA 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO DE JUGUETES CIRQUE XXI,11/06/1999,41,Vencida,2224012,"CONCRETO PRODUCCIONES S.A. 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
EL UNIVERSO DE HIPO,13/11/2019,41,Registrada,3851755,"MARTIN, MARCELO MARCO 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSOS,10/04/2025,41,Registrada,4491588,"SANTIAGO LUIS MAURELIZ 50,00%, EZEQUIEL CORONEL 50,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
EL UNIVERSO DE LWLO,07/10/2025,41,Registrada,4586096,"TORRES AGÜELLO LUCILA 65,00%, BULLA DIAZ JUAN PABLO 35,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
LUA MI UNIVERSO,08/08/2026,41,Solicitada,4763570,"ASENSIO LAURA 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UP UNIVERSO PARALELO,28/09/2001,41,Finalizada,2354400,"DECILIO, ANIBAL ADOLFO 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
EL UNIVERSO DE RAMÓN,01/09/2026,41,Solicitada,4778557,"OBEJERO PAZ MARÍA LUISA 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSOBIT,03/02/2014,41,Registrada,3306764,"BUMERAN.COM ARGENTINA S.A. 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSOICO,18/03/2025,41,Registrada,4480789,"IVAN LUCAS STOK 100,00%",tmview-universo-ar-41-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSOBIT,22/10/2024,41,Registrada,4421945,"BUMERAN.COM ARGENTINA S.A. 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
COMUNIVERSO,23/08/2022,41,Registrada,4160925,"CHIOLA NATALIA 25,00%, BARTOLINI GIULIANO 25,00%, MALVASO VICENTE VICTOR 25,00%, TROTTA JUAN PABLO 25,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
EL UNIVERSO DE LOURDES,01/04/2016,41,Registrada,3491536,"SANCHEZ, MARIA LOURDES 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
RECODE UNIVERSO EN VOS,16/03/2026,41,Registrada,4672221,"CIAPPINO MARIA LINA ELIZABETH 50,00%, COSTANTIN ROBERTO OMAR 50,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
US UNIVERSO SIAMBRETTA,17/11/2022,41,Finalizada,4190307,"ALVAREZ MARCHESSI CAMILO 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
TO-MI KID'S UNIVERSO DE AVENTURAS,30/11/2006,41,Registrada,2717191,"IGLESIAS, RODRIGO DAMIAN 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
SOLO ACOMPAÑANDONOS TU UNIVERSO DE POSIBILIDADES,19/05/2015,41,Registrada,3411189,"QUEIZAN RUBEN EUGENIO 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
EL UNIVERSO MAGICO DE JACK,06/08/2004,41,Vencida,2533828,"FORT MUSIC S.A. 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
LAS FUERZAS DEL UNIVERSO,16/03/2026,41,Registrada,4671925,"LAURÍA EMILCE VERÓNICA 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
EL UNIVERSO DE LA RADIO,05/01/2001,41,Finalizada,2322649,"DIFUSORA AUSTRAL S.A. 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
DIOS...Y LA CIENCIA EN EL UNIVERSO,31/07/2017,41,Registrada,3629398,"ZANCAI, WALTER HUGO 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
INSTITUTO UNIVERSO DE LUZ,11/12/2003,41,Vencida,2482966,"PARODI, JOSE VICTOR 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
EL UNIVERSO DE FABIO ZERPA,18/11/2021,41,Registrada,4073206,"FERREYRA ROSA ADRIANA 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
WI UNIVERSO DE BIENESTAR,30/04/2024,41,Registrada,4357222,"WI AR S.R.L. 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
MISS ARGENTINA UNIVERSO,09/05/1996,41,Finalizada,2032681,"MORON, CARLOS ADRIAN 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
SIRIUS SISTEMA INTEGRAL DE RESIDENCIAS INTERACTIVO UNIVERSO DE SEGUIMIENTO,07/08/2026,41,Solicitada,4762533,"CHOMONT JUAN MARCOS 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNA VENTANA ABIERTA AL UNIVERSO,08/05/2023,41,Registrada,4241599,"MANSILLA, JACINTO ALBERTO 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
PASAJE UNIVERSO GROOVE ELECTROORGÁNICO,06/11/2015,41,Registrada,3455221,"FILOGRASSO, GUSTAVO ADRIAN 50,00%, ROZAS, PABLO EMANUEL 50,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
LAS NOVIAS DEL UNIVERSO,10/07/2015,41,Registrada,3423986,"RUGGIERO, LEANDRO DUILIO 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
EL CAMINO DEL COUNSELOR ESCUELA UNIVERSO ROGERIANO,15/10/2020,41,Registrada,3947522,"BARNES, JULIO LEONARDO 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
WAIMAN Y GRUPO UNIVERSO,11/09/1986,41,Vencida,1561828,"GATELL FLEMER, ALFREDO %",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
INSTITUTO UNIVERSO ARTESANAL,12/05/1993,41,Vencida,1878692,"MERCURI, ELIDA ANITA. %",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
PLANETA TIERRA - UNIVERSO ONG ¿QUE VAMOS A HACER POR NUESTRO PLANETA?,10/02/2010,41,Finalizada,2978062,"BRIL, ROSSANA FLAVIA 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
DESCUBRIENDO MI UNIVERSO,15/06/2026,41,Registrada,4732212,"BULIT JULIA ROCIO 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
DESCUBRE TU UNIVERSO,31/10/2019,41,Registrada,3848308,"HUDSON, MARIA INES 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
VESTIGIOS DEL UNIVERSO,16/07/2019,41,Registrada,3821175,"PREGUNTAS AL UNIVERSO SAS 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UV UNIVERSO VINCULAR PRODUCCIONES,18/07/2011,41,Registrada,3103282,"ACHILLE, CECILIA EVA 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIFEM UNIVERSO FEMENINO,30/06/2011,41,Registrada,3099231,"MAESTRO DE MURIAS, INES BEATRIZ 50,00%, LAGOS, NORMA EDITH 50,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
MICRO UNIVERSOS,07/11/2025,41,Registrada,4603517,"PALLAS ABEL FERNANDO 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
LENGUAJE AUDIOVISUAL UN UNIVERSO DE SENTIDOS,14/01/2005,41,Vencida,2566490,"TALAMONI, ANDREA CECILIA 100,00%",tmview-universo-ar-41-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
ENIGMAS DEL HOMBRE Y DEL UNIVERSO,05/09/1996,41,Vencida,2047631,"EDITORIAL AMÉRICA IBÉRICA, S.A. 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO BELLOTAS EVENTOS TEMATICOS INFANTILES,22/11/2011,41,Registrada,3130487,"CHANTADA, CINTIA 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
VESTIGIOS: NUESTRA AVENTURA EN EL UNIVERSO,16/07/2019,41,Registrada,3821178,"PREGUNTAS AL UNIVERSO SAS 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSOS DE APRENDIZAJE,06/11/2015,41,Registrada,3455329,"EDUCAR SOCIEDAD DEL ESTADO 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
U EDICIONES UNIVERSO,01/10/1996,41,Finalizada,2050884,"UGERMAN, JUAN CARLOS 50,00%, SANCHEZ, JUAN JOSE 50,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNA VUELTA X EL UNIVERSO,27/10/2017,41,Registrada,3655348,"CICERCHIA, LUIS ALBERTO 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
PREMIOS C CARL UNIVERSO ROGERIANO PREMIO AL QUEHACER PROFESIONAL DESDE EL ENFOQUE CENTRADO EN LA PERSONA,13/10/2025,41,Registrada,4589025,"BARNES, JULIO LEONARDO 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
NUEVA ESCUELA UNIVERSO IMAGEN,12/11/1993,41,Vencida,1898767,NUEVA ESCUELA S.A. %,tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
HEXIAN X Y LA LLAVE DEL UNIVERSO,28/05/2019,41,Registrada,3806501,"NICOLÁS CACCIAVILLANI 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
VUELTA POR EL UNIVERSO,24/05/2023,41,Registrada,4249315,"MAURICE BELMONTE MARCOS MAXIMILIANO 50,00%, GUSTAVO DANIEL COSTAMAGNA 50,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
PAMELA RUEDA UNIVERSO CONSCIENTE,22/11/2024,41,Registrada,4435786,"RUEDA PAMELA GISELA 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO FELDEN MARCELA BRETSCHNEIDER,26/11/2025,41,Registrada,4612234,"BRETSCHNEIDER MARCELA 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
EL BAILE + GRANDE DEL UNIVERSO LA MONA,28/03/2023,41,Registrada,4229969,"DELSERI JUANA MARGARITA DEL CARMEN 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
MISTERIOS DEL UNIVERSO,18/05/1999,41,Finalizada,2219841,"TELEVISION FEDERAL S.A. TELEFE 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
U UNIVERSO PRODUCCIONES,30/03/2026,41,Solicitada,4683972,"UNIVERSO PRODUCCIONES SA 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
EL UNIVERSO MAGICO DECORACION DE EVENTOS DISEÑAMOS MOMENTOS MAGICOS,02/09/2026,41,Solicitada,4779916,"GAGGINO LORENA LAURA 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO CIENCIA FICCION HISTORIA QUE EXPLORAN LO IMPOSIBLE 1.2.3.4.5 I. II. III. IV.V,24/08/2026,41,Solicitada,4772803,"FERNANDO DANIEL EDWIN 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
MISS UNIVERSO ARGENTINA SIGLO XXI,14/11/2008,41,Finalizada,2875401,"FALKENSTEIN, ALDO MARIO 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
ENERGÍA Y LUZ DEL UNIVERSO,08/06/2021,41,Registrada,4020265,"SALATINO, ANABELLA 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
3 6 9 TR3S S6EIS NUE9VE PRODUCCION3S LA LLAVE AL UNIVERSO,15/11/2023,41,Registrada,4306003,"GONZÁLEZ HUGO OMAR 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
PEQUEÑOS UNIVERSOS,27/11/2023,41,Registrada,4310746,"EDUC.AR SOCIEDAD DEL ESTADO 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSOSALUD.COM,13/03/2000,41,Finalizada,2273344,"DE LAZZARI, KARINA CLAUDIA 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
EPISTEME UNIVERSO VIRTUAL EXPOUNIVERSIDAD,20/09/2019,41,Registrada,3837336,"DELFINO SCHILLING, AMERICO LUCIANO 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO CLIMA CURSOS Y LOCACION DE SERVICIOS,19/01/2026,41,Solicitada,4638983,"MENDEZ GUASTAVINO ALEJANDRO GABRIEL 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
CONOZCA MAS EL UNIVERSO TE HABLA,30/11/2023,41,Finalizada,4315108,"HELIX PRODUCCIONES S.R.L. 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSOS PARALELOS PRODUCTORA AUDIOVISUAL,22/10/2014,41,Finalizada,3362305,"RESPUELA, JUAN CRUZ 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
BANGLADESH UNIVERSO BANGLADESH PRODUCCIONES,01/02/2013,41,Registrada,3224771,"ROMANO, DOMINGO 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
ASCENDENTE DEL INTERIOR AL UNIVERSO,05/11/2021,41,Registrada,4069316,"NOC ALAN 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
ESLAKEBAB... LA FIESTA MAS BAJONERA DEL UNIVERSO,16/04/2024,41,Registrada,4351240,"BLALE CHRISTIAN DAMIAN 100,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
