denominacion,fecha_solicitud,clase,estado_tmview,acta,solicitante_tmview,evidencia,url_consulta
UNIVERSO,28/12/2011,35,Registrada,3137031,"BASGALL, DANIEL ALBERTO 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO,26/03/2020,35,Finalizada,3883979,"DANIEL A. BASGALL S.R.L. 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO,12/08/2025,35,Solicitada,4555870,"DANIEL A. BASGALL S.R.L. 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO,27/04/1994,35,Finalizada,1917739,"ARGOS S.A. 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO,22/04/1996,35,Finalizada,2030550,"ARGOS S.A. 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO,02/11/2023,35,Registrada,4301270,"DANIEL A. BASGALL S.R.L. 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO PRO,15/05/2026,35,Registrada,4712759,"BUYANOVSKY ADRIANA MABEL 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO NET,15/08/2018,35,Registrada,3733910,"UNIVERSO NET S.A. 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO XXI,25/01/2001,35,Finalizada,2325171,"RODRIGUEZ, ALICIA CRISTINA 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO SUR,09/03/2012,35,Registrada,3150124,"PEREZ, MARCELO FABIAN 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MIX,29/07/2026,35,Solicitada,4756639,"MONTICELLI GRASSO MARIA AGOSTINA 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO SAT,18/12/1992,35,Vencida,1865894,"IMAGEN SATELITAL S.A. 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO ZERO,27/08/2009,35,Registrada,2940067,"COOPERATIVA DE CRÉDITO, CONSUMO, VIVIENDA Y SERVICIOS SOCIALES FINARG LTDA. 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO VIVO,16/12/2020,35,Registrada,3967993,"CASIRAGHI, FLORENCIA 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO VINO,04/01/2013,35,Registrada,3220536,"MINISTERIO DE TURISMO Y CULTURA-GOBIERNO DE SAN JUAN 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO VINO,29/06/2012,35,Finalizada,3174678,"MINISTERIO DE TURISMO Y CULTURA-GOBIERNO DE SAN JUAN 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO SECO,26/05/2025,35,Registrada,4514119,"MUÑIZ, RODRIGO ALDO 50,00%, MUÑIZ, ALVARO MANUEL 50,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO PYME,03/12/1999,35,Vencida,2255699,"SANTAMARINA, RAUL ALBERTO JESUS 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MOTO,22/12/2017,35,Finalizada,3672013,"MERLO PETRONA 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO AURA,26/07/2023,35,Registrada,4268643,"BREST, AILEN EMILCE 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO HOME,28/07/2026,35,Solicitada,4756323,"MARIANA SUSANA TETTAMANZI 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MOTO,18/12/2017,35,Finalizada,3670202,"MERLO PETRONA 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MOTO,12/01/2018,35,Finalizada,3676620,"MERLO PETRONA 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO CAFÉ,14/05/2025,35,Registrada,4507620,"MUNDO CAFÉ S.R.L. 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO COTO,17/02/2020,35,Registrada,3874471,"COTO C.I.C.S.A. 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO PILI,03/09/2012,35,Registrada,3188659,"CURUCHAGA, PILAR 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO CATA,27/07/2020,35,Finalizada,3918033,"SABATINO ARIAS JUAN MANUEL 50,00%, LANCELLOTTA PABLO MARIO 50,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO YOGA,12/05/2021,35,Registrada,4011807,"SZULZ, MARIA CRISTINA 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO DOLL,27/09/2018,35,Finalizada,3746197,"BALLESTER CECILIA ROMINA 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO GAMER,27/02/2018,35,Registrada,3687230,"ENTERTAINMENT DEPOT S.A. 100,00%",tmview-universo-ar-35-p1-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO TARIS,09/12/2002,35,Vencida,2402719,"LUIS, MIRTA MABEL 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO NAZUL,07/09/2021,35,Registrada,4050109,"CRIACO, MARIANA ALEJANDRA 50,00%, YAWORSKI, GABRIEL ANDRÉS 50,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO SOLAR,22/03/2024,35,Registrada,4344247,"VALERIA ANDREA BORTOLUSSI 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO GLEE!,20/12/2017,35,Registrada,3670911,"COSARINSKY FERNANDO JOSE 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO VIGIL,30/09/2021,35,Registrada,4058174,"VIGIL, MANUEL ALEJANDRO 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO NOSTRO,22/07/2020,35,Finalizada,3916427,"BALDINI, MARCELO MAURO 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO NOSTRO,23/07/2020,35,Registrada,3917000,"BALDINI, MARCELO MAURO 50,00%, LOPEZ MAÑE, SOFIA 50,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO VEGANO,04/01/2019,35,Finalizada,3770237,"MUGNOLO, CLAUDIO ADOLFO 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO URBANO,13/12/2012,35,Registrada,3214911,"ORDÓÑEZ, RICARDO ENRIQUE 50,00%, FONTIJNE, JACQUELINE CLASINE CONSTANCE 50,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO LACTEO,11/08/2016,35,Registrada,3530667,"OILLATAGUERRE, JAVIER 50,00%, BUCZGNER, ANDRES 50,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO LACTEO,01/04/2005,35,Vencida,2580563,"BUCZGNER, ANDRES 50,00%, OILLATAGUERRE, JAVIER 50,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO LIMPIO,21/07/2020,35,Registrada,3915897,"LIRIA, GUSTAVO DARÍO 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO ELIBEN,10/05/2022,35,Solicitada,4124978,"GERALDINA ELISA HAURE 50,00%, LUCIA BELEN HAURE 50,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO ANIMAL,15/07/2008,35,Registrada,2838825,"ORTELLS, SILVIA EMMA 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO TATTOO,30/04/2026,35,Registrada,4706245,"RAUL HERNÁN GAGO 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MUEBLE,12/01/2018,35,Finalizada,3676619,"MERLO PETRONA 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MUEBLE,22/12/2017,35,Finalizada,3672012,"MERLO PETRONA 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MUEBLE,18/12/2017,35,Finalizada,3670203,"MERLO PETRONA 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO NÉCTAR,02/06/2025,35,Registrada,4517886,"BASSINO CINTIA PAOLA 50,00%, PAUTASSO FACUNDO DAVID 50,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO AZRAEL,08/11/2025,35,Registrada,4603570,"BUEY BERNARDO MARIANO 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO PELUDO,08/03/2022,35,Registrada,4103792,"PROYECTO E S.A.S. 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO QUMALU,05/10/2023,35,Registrada,4292605,"BAHIA AVENTURA S. A. 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MELMAC,10/06/2026,35,Registrada,4730069,"PIERRETTI, MARIA PIA 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO TICKETS,14/06/2024,35,Registrada,4373248,"JIMENEZ DELSERI JUAN CARLOS 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO LIXIRIA,11/06/2026,35,Registrada,4730581,"MACARENA BELEN HERRERA 50,00%, DANIEL SANTIAGO RUIZ 50,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO VLINDER,29/01/2021,35,Registrada,3979582,"OCCHILUPO TERESA ROXANA 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO CELIACO,13/06/2011,35,Registrada,3094068,"SERIO, MIGUEL HERNAN 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO LABORAL,02/06/2005,35,Vencida,2595122,"JET CONSULTING S.R.L. 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO FIESTAS,28/08/2009,35,Finalizada,2940318,"IMAGIIRE, JUAN PABLO 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO VIRTUAL,07/05/2001,35,Finalizada,2337540,"COSTO, HERNAN ALEJANDRO 100,00%",tmview-universo-ar-35-p2-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=2&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MIDTOWN,07/03/2026,35,Registrada,4666303,"MARTÍNEZ MARIANO JAVIER 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO TUNNING,01/07/2024,35,Registrada,4378186,"MATÍAS SIMÓN 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO RENAULT,03/09/2001,35,Vencida,2351546,"RENAULT S.A.S. 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MASCOTA,17/04/2019,35,Registrada,3794260,"RAMASCO PADILLA, NICOLAS ALBERTO 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO ROMANCE,10/09/2008,35,Registrada,2855587,"IVNISKY, MARINA 50,00%, PLANAS, LILIANA ALEJANDRA 50,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO DE YUYOS,12/08/2026,35,Solicitada,4765750,"BIANCA GRASSO 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO DE LANUS,05/11/2025,35,Finalizada,4601973,"SOSA CARINA VIVIANA 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO CAFETERO,29/06/2026,35,Solicitada,4739831,"MARIA MERCEDES RAMELLA 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO PARALELO,15/01/2020,35,Registrada,3865138,"PLAN DIVINO SA. 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO BEBE.COM,08/03/2000,35,Finalizada,2272600,"CARRERA, JAVIER 50,00%, GUEIKIAN, CESAR JOSE 50,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO AVENTURA,10/10/2024,35,Registrada,4417917,"DESIMONE, DARIO 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO NET FIBRA,14/09/2020,35,Registrada,3936253,"UNIVERSO NET S.A. 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO ELECTRICO,06/11/2002,35,Vencida,2397498,"ELECTRO UNIVERSO PLIN METAL S.A. 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO ELECTRICO,14/07/2023,35,Registrada,4265029,"ELECTRO UNIVERSO - PLIN METAL S.A. 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO ELECTRICO,14/06/2013,35,Registrada,3255159,"ELECTRO UNIVERSO PLIN METAL S.A. 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO COMUN.COM,01/10/2008,35,Registrada,2862266,"GRUPO RAYUELA S.R.L. 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO SAVASTANO,01/09/2020,35,Registrada,3931205,"SAVASTANO, ROMINA INES DEL VALLE 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO DEPORTIVO,10/07/2006,35,Vencida,2684271,"MALDJIAN, ALEJANDRO 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO ABERTURAS,31/07/2008,35,Registrada,2843641,"MUÑOZ, ESTEBAN 50,00%, MOULES, SABRINA ALEJANDRA 50,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO DEPORTIVO,15/09/2023,35,Registrada,4286141,"UNIVERSO DEPORTIVO S.A. 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO SALUDABLE,25/04/2023,35,Registrada,4238114,"GOTELLI DANTE OSMAR 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO PUBLICIDAD,27/01/1992,35,Finalizada,1831313,"GARCIA, OSVALDO ENRIQUE 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO DESPEINADO,04/08/2026,35,Solicitada,4760222,"SANTIAGO LUIS SPERANZA 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO IMPRIMIBLE,16/01/2025,35,Registrada,4456178,"TOMAS MATIAS MIÑO CAPRI 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO DE ANIMALES,03/09/2024,35,Registrada,4402419,"ABREU MOREIRA, SANTIAGO 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO CACHORRO UC,18/12/2020,35,Registrada,3969255,"KETTY PAOLA FUENTES 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO SUBLIMACIÓN,20/08/2020,35,Registrada,3926868,"GAMARRA, MARIA JIMENA 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO GLUTEN FREE,01/06/2023,35,Registrada,4249852,"MAINERI EMILIANO GUIDO 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO JORGE ROJAS,14/05/2021,35,Solicitada,4014395,"ROJAS RAUL JORGE 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO PROFESIONAL,28/12/2006,35,Registrada,2721501,"RODRIGUEZ, ROBERTO OSCAR 100,00%",tmview-universo-ar-35-p3-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=3&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO TAXI.COM.AR,17/06/2011,35,Registrada,3095651,"VACA COLL, MARCELO EDUARDO 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
